ID	hgnc_id	symbol	prev_symbol
38273	HGNC:38273	MIR4330	
41789	HGNC:41789	MIR4418	
41772	HGNC:41772	MIR4420	
41879	HGNC:41879	MIR4421	
41654	HGNC:41654	MIR4422	
53113	HGNC:53113	MIR4422HG	
41784	HGNC:41784	MIR4423	
41805	HGNC:41805	MIR4424	
41891	HGNC:41891	MIR4425	
41848	HGNC:41848	MIR4426	
41678	HGNC:41678	MIR4427	
41667	HGNC:41667	MIR4428	
41579	HGNC:41579	MIR4429	
41646	HGNC:41646	MIR4430	
41738	HGNC:41738	MIR4431	
41649	HGNC:41649	MIR4432	
52005	HGNC:52005	MIR4432HG	
41634	HGNC:41634	MIR4433A	MIR4433
50258	HGNC:50258	MIR4433B	
41832	HGNC:41832	MIR4434	
41713	HGNC:41713	MIR4435-1	
41837	HGNC:41837	MIR4435-2	
35163	HGNC:35163	MIR4435-2HG	MIR4435-1HG
41762	HGNC:41762	MIR4436A	
41587	HGNC:41587	MIR4436B1	MIR4436B
43451	HGNC:43451	MIR4436B2	
41715	HGNC:41715	MIR4437	
41555	HGNC:41555	MIR4438	
41622	HGNC:41622	MIR4439	
41740	HGNC:41740	MIR4440	
41728	HGNC:41728	MIR4441	
41718	HGNC:41718	MIR4442	
41830	HGNC:41830	MIR4443	
41710	HGNC:41710	MIR4444-1	MIR4444
43481	HGNC:43481	MIR4444-2	
41614	HGNC:41614	MIR4445	
41700	HGNC:41700	MIR4446	
41850	HGNC:41850	MIR4447	
41604	HGNC:41604	MIR4448	
41864	HGNC:41864	MIR4449	
41725	HGNC:41725	MIR4450	
41858	HGNC:41858	MIR4451	
41539	HGNC:41539	MIR4452	
41892	HGNC:41892	MIR4453	
25288	HGNC:25288	MIR4453HG	LINC02486
41553	HGNC:41553	MIR4454	
41536	HGNC:41536	MIR4455	
41606	HGNC:41606	MIR4456	
41554	HGNC:41554	MIR4457	
41674	HGNC:41674	MIR4458	
49008	HGNC:49008	MIR4458HG	
41795	HGNC:41795	MIR4460	
41549	HGNC:41549	MIR4462	
41665	HGNC:41665	MIR4463	
41528	HGNC:41528	MIR4464	
41842	HGNC:41842	MIR4465	
41726	HGNC:41726	MIR4466	
41896	HGNC:41896	MIR4467	
41533	HGNC:41533	MIR4468	
41556	HGNC:41556	MIR4469	
41833	HGNC:41833	MIR4470	
41657	HGNC:41657	MIR4471	
41644	HGNC:41644	MIR4472-1	
41752	HGNC:41752	MIR4472-2	
41540	HGNC:41540	MIR4473	
41821	HGNC:41821	MIR4474	
41697	HGNC:41697	MIR4475	
41793	HGNC:41793	MIR4476	
41859	HGNC:41859	MIR4477A	
41898	HGNC:41898	MIR4477B	
41759	HGNC:41759	MIR4478	
41767	HGNC:41767	MIR4479	
41716	HGNC:41716	MIR4480	
41781	HGNC:41781	MIR4481	
41792	HGNC:41792	MIR4482	MIR4482-1
41761	HGNC:41761	MIR4483	
41799	HGNC:41799	MIR4484	
41628	HGNC:41628	MIR4485	
41566	HGNC:41566	MIR4486	
41851	HGNC:41851	MIR4487	
41599	HGNC:41599	MIR4488	
41685	HGNC:41685	MIR4489	
41871	HGNC:41871	MIR4490	
41808	HGNC:41808	MIR4491	
41563	HGNC:41563	MIR4492	
41778	HGNC:41778	MIR4493	
41731	HGNC:41731	MIR4494	
41693	HGNC:41693	MIR4495	
41569	HGNC:41569	MIR4496	
41737	HGNC:41737	MIR4497	
41838	HGNC:41838	MIR4498	
41739	HGNC:41739	MIR4499	
41853	HGNC:41853	MIR4500	
42773	HGNC:42773	MIR4500HG	
41650	HGNC:41650	MIR4501	
41534	HGNC:41534	MIR4502	
41675	HGNC:41675	MIR4503	
41624	HGNC:41624	MIR4504	
41743	HGNC:41743	MIR4505	
41663	HGNC:41663	MIR4506	
41642	HGNC:41642	MIR4507	
41659	HGNC:41659	MIR4508	
41860	HGNC:41860	MIR4509-1	
41537	HGNC:41537	MIR4509-2	
41610	HGNC:41610	MIR4509-3	
41708	HGNC:41708	MIR4510	
41589	HGNC:41589	MIR4511	
41701	HGNC:41701	MIR4512	
41855	HGNC:41855	MIR4513	
41845	HGNC:41845	MIR4514	
41800	HGNC:41800	MIR4515	
41617	HGNC:41617	MIR4516	
41878	HGNC:41878	MIR4517	
41809	HGNC:41809	MIR4518	
41544	HGNC:41544	MIR4519	
41775	HGNC:41775	MIR4520-1	MIR4520A
41839	HGNC:41839	MIR4520-2	MIR4520B
41813	HGNC:41813	MIR4521	
41668	HGNC:41668	MIR4522	
41583	HGNC:41583	MIR4523	
41771	HGNC:41771	MIR4524A	MIR4524
43520	HGNC:43520	MIR4524B	
41903	HGNC:41903	MIR4525	
41618	HGNC:41618	MIR4526	
41633	HGNC:41633	MIR4527	
31724	HGNC:31724	MIR4527HG	
41547	HGNC:41547	MIR4528	
41703	HGNC:41703	MIR4529	
41764	HGNC:41764	MIR4530	
41872	HGNC:41872	MIR4531	
41886	HGNC:41886	MIR4533	
41692	HGNC:41692	MIR4534	
41629	HGNC:41629	MIR4535	
41730	HGNC:41730	MIR4536-1	MIR4536
43525	HGNC:43525	MIR4536-2	
41682	HGNC:41682	MIR4537	
41664	HGNC:41664	MIR4538	
41546	HGNC:41546	MIR4539	
41670	HGNC:41670	MIR4540	
41593	HGNC:41593	MIR4632	
41822	HGNC:41822	MIR4633	
41559	HGNC:41559	MIR4634	
41748	HGNC:41748	MIR4635	
41798	HGNC:41798	MIR4636	
41651	HGNC:41651	MIR4637	
41841	HGNC:41841	MIR4638	
41645	HGNC:41645	MIR4639	
41561	HGNC:41561	MIR4640	
41835	HGNC:41835	MIR4641	
41865	HGNC:41865	MIR4642	
41814	HGNC:41814	MIR4643	
41687	HGNC:41687	MIR4644	
41689	HGNC:41689	MIR4645	
41543	HGNC:41543	MIR4646	
41594	HGNC:41594	MIR4647	
41560	HGNC:41560	MIR4648	
41852	HGNC:41852	MIR4649	
41755	HGNC:41755	MIR4650-1	
41810	HGNC:41810	MIR4650-2	
41647	HGNC:41647	MIR4651	
41615	HGNC:41615	MIR4652	
41562	HGNC:41562	MIR4653	
41643	HGNC:41643	MIR4654	
41754	HGNC:41754	MIR4655	
41749	HGNC:41749	MIR4656	
41706	HGNC:41706	MIR4657	
41673	HGNC:41673	MIR4658	
41857	HGNC:41857	MIR4659A	
41530	HGNC:41530	MIR4659B	
41861	HGNC:41861	MIR4660	
41582	HGNC:41582	MIR4661	
41826	HGNC:41826	MIR4662A	
41607	HGNC:41607	MIR4662B	
41623	HGNC:41623	MIR4663	
41777	HGNC:41777	MIR4664	
41696	HGNC:41696	MIR4665	
41750	HGNC:41750	MIR4666A	MIR4666
43486	HGNC:43486	MIR4666B	
41723	HGNC:41723	MIR4667	
41545	HGNC:41545	MIR4668	
41558	HGNC:41558	MIR4669	
41862	HGNC:41862	MIR4670	
41598	HGNC:41598	MIR4671	
41662	HGNC:41662	MIR4672	
41574	HGNC:41574	MIR4673	
41729	HGNC:41729	MIR4674	
41619	HGNC:41619	MIR4675	
41691	HGNC:41691	MIR4676	
41844	HGNC:41844	MIR4677	
41717	HGNC:41717	MIR4678	
41612	HGNC:41612	MIR4679-1	
41890	HGNC:41890	MIR4679-2	
41541	HGNC:41541	MIR4680	
41753	HGNC:41753	MIR4681	
41788	HGNC:41788	MIR4682	
41883	HGNC:41883	MIR4683	
41695	HGNC:41695	MIR4684	
41802	HGNC:41802	MIR4685	
41601	HGNC:41601	MIR4686	
41712	HGNC:41712	MIR4687	
41897	HGNC:41897	MIR4688	
41895	HGNC:41895	MIR4689	
41707	HGNC:41707	MIR4690	
41796	HGNC:41796	MIR4691	
41856	HGNC:41856	MIR4692	
41818	HGNC:41818	MIR4693	
41586	HGNC:41586	MIR4694	
41573	HGNC:41573	MIR4695	
41780	HGNC:41780	MIR4696	
41570	HGNC:41570	MIR4697	
41867	HGNC:41867	MIR4698	
41636	HGNC:41636	MIR4699	
41806	HGNC:41806	MIR4700	
41627	HGNC:41627	MIR4701	
41817	HGNC:41817	MIR4703	
41602	HGNC:41602	MIR4704	
41567	HGNC:41567	MIR4705	
41576	HGNC:41576	MIR4706	
41531	HGNC:41531	MIR4707	
41824	HGNC:41824	MIR4708	
41690	HGNC:41690	MIR4709	
41727	HGNC:41727	MIR4710	
41847	HGNC:41847	MIR4711	
41732	HGNC:41732	MIR4712	
41899	HGNC:41899	MIR4713	
53124	HGNC:53124	MIR4713HG	
41763	HGNC:41763	MIR4714	
41666	HGNC:41666	MIR4715	
41812	HGNC:41812	MIR4716	
41571	HGNC:41571	MIR4717	
41900	HGNC:41900	MIR4718	
41807	HGNC:41807	MIR4719	
41705	HGNC:41705	MIR4720	
41609	HGNC:41609	MIR4721	
41782	HGNC:41782	MIR4722	
41660	HGNC:41660	MIR4723	
41590	HGNC:41590	MIR4724	
41608	HGNC:41608	MIR4725	
41722	HGNC:41722	MIR4726	
41709	HGNC:41709	MIR4727	
41632	HGNC:41632	MIR4728	
41585	HGNC:41585	MIR4729	
41880	HGNC:41880	MIR4730	
41597	HGNC:41597	MIR4731	
41639	HGNC:41639	MIR4732	
41638	HGNC:41638	MIR4733	
55332	HGNC:55332	MIR4733HG	
41572	HGNC:41572	MIR4734	
41888	HGNC:41888	MIR4735	
41804	HGNC:41804	MIR4736	
41669	HGNC:41669	MIR4737	
41679	HGNC:41679	MIR4738	
41801	HGNC:41801	MIR4739	
41711	HGNC:41711	MIR4740	
41661	HGNC:41661	MIR4741	
41565	HGNC:41565	MIR4742	
41894	HGNC:41894	MIR4743	
41866	HGNC:41866	MIR4744	
41868	HGNC:41868	MIR4745	
41904	HGNC:41904	MIR4746	
41827	HGNC:41827	MIR4747	
41557	HGNC:41557	MIR4748	
41760	HGNC:41760	MIR4749	
41765	HGNC:41765	MIR4750	
41819	HGNC:41819	MIR4751	
41803	HGNC:41803	MIR4752	
41527	HGNC:41527	MIR4753	
41786	HGNC:41786	MIR4754	
41815	HGNC:41815	MIR4755	
41529	HGNC:41529	MIR4756	
41746	HGNC:41746	MIR4757	
41836	HGNC:41836	MIR4758	
41575	HGNC:41575	MIR4759	
41698	HGNC:41698	MIR4760	
41591	HGNC:41591	MIR4761	
41603	HGNC:41603	MIR4762	
41677	HGNC:41677	MIR4763	
41714	HGNC:41714	MIR4764	
41791	HGNC:41791	MIR4765	
41680	HGNC:41680	MIR4766	
41548	HGNC:41548	MIR4767	
41592	HGNC:41592	MIR4768	
41694	HGNC:41694	MIR4769	
41542	HGNC:41542	MIR4770	
41901	HGNC:41901	MIR4771-1	
41774	HGNC:41774	MIR4771-2	
41741	HGNC:41741	MIR4772	
41699	HGNC:41699	MIR4773-1	
41790	HGNC:41790	MIR4773-2	
41873	HGNC:41873	MIR4774	
41885	HGNC:41885	MIR4775	
41641	HGNC:41641	MIR4776-1	
41631	HGNC:41631	MIR4776-2	
41773	HGNC:41773	MIR4777	
41648	HGNC:41648	MIR4778	
41747	HGNC:41747	MIR4779	
41552	HGNC:41552	MIR4780	
41769	HGNC:41769	MIR4781	
41635	HGNC:41635	MIR4782	
41874	HGNC:41874	MIR4783	
41580	HGNC:41580	MIR4784	
41889	HGNC:41889	MIR4785	
41751	HGNC:41751	MIR4786	
41653	HGNC:41653	MIR4787	
41676	HGNC:41676	MIR4788	
41719	HGNC:41719	MIR4789	
41820	HGNC:41820	MIR4790	
41704	HGNC:41704	MIR4791	
41538	HGNC:41538	MIR4793	
41829	HGNC:41829	MIR4794	
41757	HGNC:41757	MIR4795	
41779	HGNC:41779	MIR4796	
41758	HGNC:41758	MIR4797	
41616	HGNC:41616	MIR4798	
41584	HGNC:41584	MIR4799	
41877	HGNC:41877	MIR4800	
41840	HGNC:41840	MIR4801	
41658	HGNC:41658	MIR4802	
41568	HGNC:41568	MIR4803	
41720	HGNC:41720	MIR4804	
43494	HGNC:43494	MIR4999	
43464	HGNC:43464	MIR5000	
43462	HGNC:43462	MIR5001	
43470	HGNC:43470	MIR5002	
43512	HGNC:43512	MIR5003	
43532	HGNC:43532	MIR5004	
43495	HGNC:43495	MIR5006	
43468	HGNC:43468	MIR5007	
43546	HGNC:43546	MIR5008	
43458	HGNC:43458	MIR5009	
43484	HGNC:43484	MIR5010	
43496	HGNC:43496	MIR5011	
41834	HGNC:41834	MIR5047	
43480	HGNC:43480	MIR5087	
43489	HGNC:43489	MIR5088	
43536	HGNC:43536	MIR5089	
43547	HGNC:43547	MIR5090	
43478	HGNC:43478	MIR5091	
43467	HGNC:43467	MIR5092	
43474	HGNC:43474	MIR5093	
43519	HGNC:43519	MIR5094	
43540	HGNC:43540	MIR5100	
43459	HGNC:43459	MIR5186	
43523	HGNC:43523	MIR5187	
43502	HGNC:43502	MIR5188	
43515	HGNC:43515	MIR5189	
43549	HGNC:43549	MIR5190	
43497	HGNC:43497	MIR5191	
43473	HGNC:43473	MIR5192	
43534	HGNC:43534	MIR5193	
43498	HGNC:43498	MIR5194	
43526	HGNC:43526	MIR5195	
43542	HGNC:43542	MIR5196	
43450	HGNC:43450	MIR5197	
43513	HGNC:43513	MIR5571	
43476	HGNC:43476	MIR5572	
43485	HGNC:43485	MIR5579	
43482	HGNC:43482	MIR5580	
43527	HGNC:43527	MIR5581	
43461	HGNC:43461	MIR5582	
43491	HGNC:43491	MIR5583-1	
43471	HGNC:43471	MIR5583-2	
43507	HGNC:43507	MIR5584	
43452	HGNC:43452	MIR5585	
43493	HGNC:43493	MIR5586	
43508	HGNC:43508	MIR5587	
43505	HGNC:43505	MIR5588	
43514	HGNC:43514	MIR5589	
43541	HGNC:43541	MIR5590	
43531	HGNC:43531	MIR5591	
43492	HGNC:43492	MIR5680	
43518	HGNC:43518	MIR5681A	
43538	HGNC:43538	MIR5681B	
43477	HGNC:43477	MIR5682	
43453	HGNC:43453	MIR5683	
43544	HGNC:43544	MIR5684	
43543	HGNC:43543	MIR5685	
43457	HGNC:43457	MIR5687	
43463	HGNC:43463	MIR5688	
43479	HGNC:43479	MIR5689	
52007	HGNC:52007	MIR5689HG	
43490	HGNC:43490	MIR5690	
43545	HGNC:43545	MIR5691	
43533	HGNC:43533	MIR5692A1	
43466	HGNC:43466	MIR5692A2	
43535	HGNC:43535	MIR5692B	
43506	HGNC:43506	MIR5692C1	
43448	HGNC:43448	MIR5692C2	
43499	HGNC:43499	MIR5693	
43530	HGNC:43530	MIR5694	
43548	HGNC:43548	MIR5695	
43516	HGNC:43516	MIR5696	
43509	HGNC:43509	MIR5697	
43487	HGNC:43487	MIR5698	
43456	HGNC:43456	MIR5699	
43521	HGNC:43521	MIR5700	
43522	HGNC:43522	MIR5701-1	
43510	HGNC:43510	MIR5701-2	
50844	HGNC:50844	MIR5701-3	
43503	HGNC:43503	MIR5702	
43475	HGNC:43475	MIR5703	
43469	HGNC:43469	MIR5704	
43504	HGNC:43504	MIR5705	
43500	HGNC:43500	MIR5706	
43449	HGNC:43449	MIR5707	
43511	HGNC:43511	MIR5708	
49977	HGNC:49977	MIR5739	
49930	HGNC:49930	MIR5787	
50261	HGNC:50261	MIR6068	
50124	HGNC:50124	MIR6069	
49950	HGNC:49950	MIR6070	
50229	HGNC:50229	MIR6071	
50144	HGNC:50144	MIR6072	
50128	HGNC:50128	MIR6073	
50060	HGNC:50060	MIR6074	
50198	HGNC:50198	MIR6075	
50232	HGNC:50232	MIR6076	
50025	HGNC:50025	MIR6077	MIR6077-2|MIR6077-1
50136	HGNC:50136	MIR6078	
50114	HGNC:50114	MIR6079	
50142	HGNC:50142	MIR6080	
50151	HGNC:50151	MIR6081	
49984	HGNC:49984	MIR6082	
50076	HGNC:50076	MIR6083	
50235	HGNC:50235	MIR6084	
50002	HGNC:50002	MIR6085	
49986	HGNC:49986	MIR6086	
50164	HGNC:50164	MIR6088	
50179	HGNC:50179	MIR6089	MIR6089-1|MIR6089-2
50204	HGNC:50204	MIR6090	
50200	HGNC:50200	MIR6124	
49931	HGNC:49931	MIR6125	
50099	HGNC:50099	MIR6126	
50163	HGNC:50163	MIR6127	
50109	HGNC:50109	MIR6128	
50220	HGNC:50220	MIR6129	
50156	HGNC:50156	MIR6130	
49929	HGNC:49929	MIR6131	
50272	HGNC:50272	MIR6132	
50007	HGNC:50007	MIR6133	
49951	HGNC:49951	MIR6134	
50197	HGNC:50197	MIR6165	
49962	HGNC:49962	MIR6499	
49935	HGNC:49935	MIR6500	
50033	HGNC:50033	MIR6501	
50062	HGNC:50062	MIR6502	
49968	HGNC:49968	MIR6503	
49976	HGNC:49976	MIR6504	
50104	HGNC:50104	MIR6505	
50158	HGNC:50158	MIR6506	
50199	HGNC:50199	MIR6507	
50217	HGNC:50217	MIR6508	
50207	HGNC:50207	MIR6509	
50101	HGNC:50101	MIR6510	
50119	HGNC:50119	MIR6511A1	
50150	HGNC:50150	MIR6511A2	
50265	HGNC:50265	MIR6511A3	
50188	HGNC:50188	MIR6511A4	
50228	HGNC:50228	MIR6511B1	
50230	HGNC:50230	MIR6511B2	
50259	HGNC:50259	MIR6512	
50247	HGNC:50247	MIR6513	
50147	HGNC:50147	MIR6514	
50227	HGNC:50227	MIR6515	
50233	HGNC:50233	MIR6516	
54165	HGNC:54165	MIR6529	
49996	HGNC:49996	MIR6715A	
50249	HGNC:50249	MIR6715B	
50048	HGNC:50048	MIR6716	
50000	HGNC:50000	MIR6717	
50195	HGNC:50195	MIR6718	
50012	HGNC:50012	MIR6719	
50032	HGNC:50032	MIR6720	
50049	HGNC:50049	MIR6721	
49927	HGNC:49927	MIR6722	
50837	HGNC:50837	MIR6724-1	
50832	HGNC:50832	MIR6724-2	
50842	HGNC:50842	MIR6724-3	
50830	HGNC:50830	MIR6724-4	
50009	HGNC:50009	MIR6726	
50171	HGNC:50171	MIR6727	
49961	HGNC:49961	MIR6728	
50103	HGNC:50103	MIR6729	
50222	HGNC:50222	MIR6730	
50036	HGNC:50036	MIR6731	
50066	HGNC:50066	MIR6732	
50239	HGNC:50239	MIR6733	
50219	HGNC:50219	MIR6734	
50126	HGNC:50126	MIR6735	
50072	HGNC:50072	MIR6736	
50273	HGNC:50273	MIR6737	
49939	HGNC:49939	MIR6738	
50165	HGNC:50165	MIR6739	
50082	HGNC:50082	MIR6740	
50004	HGNC:50004	MIR6741	
50090	HGNC:50090	MIR6742	
50008	HGNC:50008	MIR6743	
50051	HGNC:50051	MIR6744	
50106	HGNC:50106	MIR6745	
49925	HGNC:49925	MIR6746	
50027	HGNC:50027	MIR6747	
50141	HGNC:50141	MIR6748	
50087	HGNC:50087	MIR6749	
49965	HGNC:49965	MIR6750	
49983	HGNC:49983	MIR6751	
50020	HGNC:50020	MIR6752	
50255	HGNC:50255	MIR6753	
50203	HGNC:50203	MIR6754	
50224	HGNC:50224	MIR6755	
49974	HGNC:49974	MIR6756	
50160	HGNC:50160	MIR6757	
50038	HGNC:50038	MIR6758	
50063	HGNC:50063	MIR6759	
49955	HGNC:49955	MIR6760	
49949	HGNC:49949	MIR6761	
50168	HGNC:50168	MIR6762	
50139	HGNC:50139	MIR6763	
49994	HGNC:49994	MIR6764	
50030	HGNC:50030	MIR6765	
49941	HGNC:49941	MIR6766	
50133	HGNC:50133	MIR6767	
50264	HGNC:50264	MIR6768	
50079	HGNC:50079	MIR6769A	
50016	HGNC:50016	MIR6769B	
50223	HGNC:50223	MIR6770-1	
50115	HGNC:50115	MIR6770-2	
50034	HGNC:50034	MIR6770-3	
50212	HGNC:50212	MIR6771	
50064	HGNC:50064	MIR6772	
50132	HGNC:50132	MIR6773	
50202	HGNC:50202	MIR6774	
50100	HGNC:50100	MIR6775	
50193	HGNC:50193	MIR6776	
50173	HGNC:50173	MIR6777	
50183	HGNC:50183	MIR6778	
50148	HGNC:50148	MIR6779	
50069	HGNC:50069	MIR6780A	
50237	HGNC:50237	MIR6780B	
50185	HGNC:50185	MIR6781	
50270	HGNC:50270	MIR6782	
50159	HGNC:50159	MIR6783	
49988	HGNC:49988	MIR6784	
50206	HGNC:50206	MIR6785	
49970	HGNC:49970	MIR6786	
50209	HGNC:50209	MIR6787	
50078	HGNC:50078	MIR6788	
50094	HGNC:50094	MIR6789	
50161	HGNC:50161	MIR6790	
50097	HGNC:50097	MIR6791	
50054	HGNC:50054	MIR6792	
50251	HGNC:50251	MIR6793	
50117	HGNC:50117	MIR6794	
50031	HGNC:50031	MIR6795	
50186	HGNC:50186	MIR6796	
50169	HGNC:50169	MIR6797	
50013	HGNC:50013	MIR6798	
50162	HGNC:50162	MIR6799	
50042	HGNC:50042	MIR6800	
50178	HGNC:50178	MIR6801	
50154	HGNC:50154	MIR6802	
50035	HGNC:50035	MIR6803	
50253	HGNC:50253	MIR6804	
50215	HGNC:50215	MIR6805	
49937	HGNC:49937	MIR6806	
50191	HGNC:50191	MIR6807	
50046	HGNC:50046	MIR6808	
49926	HGNC:49926	MIR6809	
49987	HGNC:49987	MIR6810	
49944	HGNC:49944	MIR6811	
50116	HGNC:50116	MIR6812	
50017	HGNC:50017	MIR6813	
50145	HGNC:50145	MIR6814	
50225	HGNC:50225	MIR6815	
50256	HGNC:50256	MIR6816	
50112	HGNC:50112	MIR6817	
49940	HGNC:49940	MIR6818	
50155	HGNC:50155	MIR6819	
50095	HGNC:50095	MIR6820	
49980	HGNC:49980	MIR6821	
49999	HGNC:49999	MIR6822	
49952	HGNC:49952	MIR6823	
49946	HGNC:49946	MIR6824	
50208	HGNC:50208	MIR6825	
50001	HGNC:50001	MIR6826	
50234	HGNC:50234	MIR6827	
50057	HGNC:50057	MIR6828	
50055	HGNC:50055	MIR6829	
49966	HGNC:49966	MIR6830	
49936	HGNC:49936	MIR6831	
50140	HGNC:50140	MIR6832	
50245	HGNC:50245	MIR6833	
50108	HGNC:50108	MIR6834	
49963	HGNC:49963	MIR6835	
50067	HGNC:50067	MIR6836	
50125	HGNC:50125	MIR6837	
50050	HGNC:50050	MIR6838	
49953	HGNC:49953	MIR6839	
50138	HGNC:50138	MIR6840	
50070	HGNC:50070	MIR6841	
50254	HGNC:50254	MIR6842	
50240	HGNC:50240	MIR6843	
50135	HGNC:50135	MIR6844	
49956	HGNC:49956	MIR6845	
50026	HGNC:50026	MIR6846	
50022	HGNC:50022	MIR6847	
50176	HGNC:50176	MIR6848	
49991	HGNC:49991	MIR6849	
50093	HGNC:50093	MIR6850	
50083	HGNC:50083	MIR6851	
49993	HGNC:49993	MIR6852	
49945	HGNC:49945	MIR6853	
50084	HGNC:50084	MIR6854	
50061	HGNC:50061	MIR6855	
50242	HGNC:50242	MIR6856	
50263	HGNC:50263	MIR6857	
50250	HGNC:50250	MIR6858	
50039	HGNC:50039	MIR6859-1	
49954	HGNC:49954	MIR6859-2	
50248	HGNC:50248	MIR6859-3	
50840	HGNC:50840	MIR6859-4	
50086	HGNC:50086	MIR6860	
50129	HGNC:50129	MIR6861	
50052	HGNC:50052	MIR6862-1	
50192	HGNC:50192	MIR6862-2	
49942	HGNC:49942	MIR6863	
50226	HGNC:50226	MIR6864	
50182	HGNC:50182	MIR6865	
49932	HGNC:49932	MIR6866	
50134	HGNC:50134	MIR6867	
50096	HGNC:50096	MIR6868	
50056	HGNC:50056	MIR6869	
50184	HGNC:50184	MIR6870	
49964	HGNC:49964	MIR6871	
50037	HGNC:50037	MIR6872	
50231	HGNC:50231	MIR6873	
50146	HGNC:50146	MIR6874	
50015	HGNC:50015	MIR6875	
50181	HGNC:50181	MIR6876	
50205	HGNC:50205	MIR6877	
50269	HGNC:50269	MIR6878	
49957	HGNC:49957	MIR6879	
50187	HGNC:50187	MIR6880	
50098	HGNC:50098	MIR6881	
49928	HGNC:49928	MIR6882	
50019	HGNC:50019	MIR6883	
50091	HGNC:50091	MIR6884	
50221	HGNC:50221	MIR6885	
50121	HGNC:50121	MIR6886	
50065	HGNC:50065	MIR6887	
50071	HGNC:50071	MIR6888	
50014	HGNC:50014	MIR6889	
49990	HGNC:49990	MIR6890	
50243	HGNC:50243	MIR6891	
50053	HGNC:50053	MIR6892	
50130	HGNC:50130	MIR6893	
49938	HGNC:49938	MIR6894	
50210	HGNC:50210	MIR6895	
50085	HGNC:50085	MIR7106	
50006	HGNC:50006	MIR7107	
49998	HGNC:49998	MIR7108	
50122	HGNC:50122	MIR7109	
50024	HGNC:50024	MIR7110	
50073	HGNC:50073	MIR7111	
50149	HGNC:50149	MIR7112	MIR7112-2|MIR7112-1
49947	HGNC:49947	MIR7113	
50157	HGNC:50157	MIR7114	
49982	HGNC:49982	MIR7150	
50170	HGNC:50170	MIR7151	
50257	HGNC:50257	MIR7152	
50190	HGNC:50190	MIR7153	
49972	HGNC:49972	MIR7154	
50005	HGNC:50005	MIR7155	
50023	HGNC:50023	MIR7156	
50010	HGNC:50010	MIR7157	
49971	HGNC:49971	MIR7158	
49978	HGNC:49978	MIR7159	
50028	HGNC:50028	MIR7160	
49985	HGNC:49985	MIR7161	
50189	HGNC:50189	MIR7162	
49839	HGNC:49839	MIR7515	
49838	HGNC:49838	MIR7515HG	
50216	HGNC:50216	MIR7702	
50271	HGNC:50271	MIR7703	
50089	HGNC:50089	MIR7704	
50143	HGNC:50143	MIR7705	
50110	HGNC:50110	MIR7706	
50074	HGNC:50074	MIR7843	
50044	HGNC:50044	MIR7844	
50267	HGNC:50267	MIR7845	
50029	HGNC:50029	MIR7846	
50153	HGNC:50153	MIR7847	
50058	HGNC:50058	MIR7848	
50166	HGNC:50166	MIR7849	
50118	HGNC:50118	MIR7850	
50127	HGNC:50127	MIR7851	
50201	HGNC:50201	MIR7852	
49933	HGNC:49933	MIR7853	
50047	HGNC:50047	MIR7854	
50244	HGNC:50244	MIR7855	
50268	HGNC:50268	MIR7856	
50040	HGNC:50040	MIR7973-1	
50080	HGNC:50080	MIR7973-2	
49992	HGNC:49992	MIR7974	
49967	HGNC:49967	MIR7975	
50092	HGNC:50092	MIR7976	
49969	HGNC:49969	MIR7977	
50113	HGNC:50113	MIR7978	
50252	HGNC:50252	MIR8052	
50137	HGNC:50137	MIR8053	
50177	HGNC:50177	MIR8054	
50241	HGNC:50241	MIR8055	
49948	HGNC:49948	MIR8056	
49960	HGNC:49960	MIR8057	
50018	HGNC:50018	MIR8058	
50068	HGNC:50068	MIR8059	
50180	HGNC:50180	MIR8060	
50077	HGNC:50077	MIR8061	
49975	HGNC:49975	MIR8062	
50088	HGNC:50088	MIR8063	
50236	HGNC:50236	MIR8064	
49959	HGNC:49959	MIR8065	
50043	HGNC:50043	MIR8066	
49934	HGNC:49934	MIR8067	
50238	HGNC:50238	MIR8068	
50836	HGNC:50836	MIR8069	MIR8069-2
50274	HGNC:50274	MIR8070	
50041	HGNC:50041	MIR8071-1	
49958	HGNC:49958	MIR8071-2	
50174	HGNC:50174	MIR8072	
50131	HGNC:50131	MIR8073	
50105	HGNC:50105	MIR8074	
50172	HGNC:50172	MIR8075	
49997	HGNC:49997	MIR8076	
50266	HGNC:50266	MIR8077	
50102	HGNC:50102	MIR8078	
50021	HGNC:50021	MIR8079	
49989	HGNC:49989	MIR8080	
50123	HGNC:50123	MIR8081	
50111	HGNC:50111	MIR8082	
50211	HGNC:50211	MIR8083	
50075	HGNC:50075	MIR8084	
50120	HGNC:50120	MIR8085	
50107	HGNC:50107	MIR8086	
50059	HGNC:50059	MIR8087	
50167	HGNC:50167	MIR8088	
50196	HGNC:50196	MIR8089	
50839	HGNC:50839	MIR8485	
50841	HGNC:50841	MIR9500	
53988	HGNC:53988	MIR9718	
53989	HGNC:53989	MIR9851	
53990	HGNC:53990	MIR9898	
53991	HGNC:53991	MIR9899	
53992	HGNC:53992	MIR9900	
53993	HGNC:53993	MIR9901	
53994	HGNC:53994	MIR9902-1	
53995	HGNC:53995	MIR9902-2	
53996	HGNC:53996	MIR9903	
53997	HGNC:53997	MIR9983	
53998	HGNC:53998	MIR9985	
53999	HGNC:53999	MIR9986	
54000	HGNC:54000	MIR10226	
